benchmark_version	record_id	paper_id	title	year	doi	url	block	field	field_description	value_type	source_path	source_sha256	reviewer_1_decision	reviewer_1_value_json	reviewer_1_quote	reviewer_1_location	reviewer_1_reviewer	reviewer_1_date	reviewer_2_decision	reviewer_2_value_json	reviewer_2_quote	reviewer_2_location	reviewer_2_reviewer	reviewer_2_date	adjudicated_decision	adjudicated_value_json	adjudicated_quote	adjudicated_location	adjudicated_reviewer	adjudicated_date	notes
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	A	title	Official paper title exactly as published.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	A	authors	Author list; at minimum first + corresponding author.	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	A	year	Publication year.	int | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	A	journal	Journal or source title.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	A	doi	DOI in standard form; use NR rather than inventing one.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	A	article_type	Best-fit type. Choose 'article' only for original experimental data.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	main_track	Dominant contribution lane (choose one).	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	subtrack	More specific placement, e.g. 'serum-free medium', 'perfusion'.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	species	Species discussed/tested (bovine, porcine, chicken, fish...).	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	target_product_type	Product direction the work mainly supports.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	is_core_for_review	Central enough to cite/discuss in the main review argument?	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	is_core_for_modeling	Likely to yield structured variables / quantitative relations?	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	B	overall_priority_note	Dense triage note: why it matters and what to do next.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	C	problem_statement	Practical/scientific problem framed by the paper (1-3 dense sentences).	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	C	technical_bottleneck_targeted	Specific bottlenecks explicitly targeted (low proliferation, high media cost, oxygen limitation...).	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	C	proposed_solution	Core solution route the authors built/compared/optimized.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	C	claimed_novelty	What the authors say is new (keep author claims even if incremental).	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	cell_source	Immediate source: biopsy, slaughterhouse tissue, commercial line, iPSC...	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	cell_type	Cell identity: satellite cells, myoblasts, FAPs, adipocytes, iPSC...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	primary_or_cell_line	Primary, established line, mixture, or unclear.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	immortalization_status	Absent / present / conditional / unclear.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	tissue_of_origin	Anatomical source: skeletal muscle, subcutaneous adipose, fin...	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	species_detail	Granular taxonomic / breed / source detail if relevant.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	culture_stage	Explicit experimental stage(s): isolation, expansion/proliferation, differentiation, or maturation; require source evidence.	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	passage_info	Passage number, doubling history, senescence note, expansion window.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	cell_isolation_method	Isolation/enrichment: enzymatic digestion, pre-plating, FACS, MACS, explant.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	expansion_conditions_summary	Dense description of proliferation-stage culture (medium, substrate, serum, O2, timing).	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	D	differentiation_conditions_summary	Dense description of myogenic/adipogenic/maturation conditions and triggers.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	basal_medium	Base platform(s): DMEM, DMEM/F12, Ham's F-10, custom defined base.	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	medium_type	Explicit formulation role/type, e.g. expansion medium, differentiation medium, conditioned medium, or spent medium.	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	serum_usage	Serum used at any stage? If stage-specific, say where and at what level.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	serum_free_status	Strongest label the data justify; do not overclaim 'chemically defined'.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	growth_factors	Named protein supplements: FGF2, IGF-1, insulin, transferrin, TGF-beta inhibitors...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	small_molecules	Non-protein signaling/differentiation additives.	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	hydrolysates_or_extracts	Yeast extract, plant/algal hydrolysates, peptones...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	conditioned_medium_or_recycling	Conditioned-medium reuse, spent-medium recycling, circular-medium strategy.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	medium_optimization_strategy	How the paper optimizes medium: screening, DoE, replacement, cost trimming...	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	E	cost_reduction_relevance	Why this medium work matters (or not) for practical cost reduction.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	scaffold_used	Whether an explicit scaffold/carrier system is used and in what sense.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	material_type	Materials: alginate, gelatin, collagen, cellulose, chitosan, dECM, soy protein...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	material_origin	Broad origin class; use 'hybrid' when combined.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	edibility_status	Intended to remain in food, or clearly research-only.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	fabrication_method	Casting, freeze-drying, electrospinning, 3D printing, extrusion, crosslinking, decellularization...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	structure_features	Porous, aligned, anisotropic, fibrous, layered, perfusable, microchanneled...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	mechanical_or_microstructure_features	Mechanical props, pore size, fiber diameter, swelling, rheology...	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	microcarrier_usage	Microcarrier type, material, detachability, edibility, stage of use.	str | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
medium-fulltext-v1	R016	development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov	Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells	2022	10.3389/fbioe.2022.895289	https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2022.895289/full	F	scaffold_role	Expansion support, alignment cue, texture building, mass-transfer aid, edible final matrix...	typing.List[str] | None	data/papers/development-of-a-chemically-defined-medium-for-in-vitro-expansion-of-primary-bov/fulltext.txt	25fabce9211fbb531fbcc7051ccc945bc92347b70c078c8934d7f71a6ef8a17a																			
